1,https://petcanvaa.myshopify.com/,support@petcanva.com,undefined,undefined,https://instagram.com/mypetcanva/,undefined,undefined
2,https://downtown-pet-supply.myshopify.com/,support@downtownpetsupply.com,https://www.facebook.com/Downtown-Pet-Supply-221585924710662/,https://www.youtube.com/watch?v=Pw1npNVVcYA,https://instagram.com/downtownpetsupply/?hl=en,https://twitter.com/widgets.js,https://www.pinterest.com/downtownpetsupp/
3,https://pet-wellbeing-redesign.myshopify.com/,customerservice@petwellbeing.com,https://www.facebook.com/PetWellBeing,https://www.youtube.com/c/Petwellbeing,https://instagram.com/pet_wellbeing/,https://twitter.com/PetWellbeing,undefined
4,https://pets-barn.myshopify.com/,contactus@petsbarn.com,https://www.facebook.com/petsbarnstore/,undefined,https://instagram.com/petsbarn/,https://twitter.com/petsbarnstore,undefined
5,https://the-native-pet.myshopify.com/,not provided,https://www.facebook.com/Native-Pet-1708986049410202/,https://www.youtube.com/channel/UC9utEsG-PpbUEk62gXlEf1g/featured,https://instagram.com/thenativepet/,https://twitter.com/shopify,https://www.pinterest.com/thenativepet
6,https://charlottes-pet.myshopify.com/,info@charlottespet.com,https://www.facebook.com/charlottespet,https://www.youtube.com/channel/UCERlsTRnyasksQeYdlVHHHA,https://instagram.com/charlottespet,https://twitter.com/charlottes_pet,https://www.pinterest.com/charlottespets
7,https://vital-pet-life.myshopify.com/,hello@vitalpetlife.com,https://www.facebook.com/VitalPetLife/,https://www.youtube.com/channel/UCclyKclayDF9_BaquJMWOZQ,https://instagram.com/vitalpetlife/,https://twitter.com/vitalpetlife,https://www.pinterest.com/vitalpetlife/_shop/
8,https://green-pet-shop.myshopify.com/,customerservice@thegreenpetshop.com,https://www.facebook.com/TheGreenPetShop,undefined,https://instagram.com/thegreenpetshop,https://twitter.com/TheGreenPetShop,https://www.pinterest.com/thegreenpetshop/
9,https://pawsnplay.myshopify.com/,ithebeautybark@gmail.com,https://www.facebook.com/pawsnplayoldetownarvada,undefined,https://instagram.com/pawsnplay_arvada/,undefined,undefined
10,https://doca-pet.myshopify.com/,your-email@example.com,https://www.facebook.com/pages/category/Company/Doca-Pet-191367294306182/,undefined,https://instagram.com/docapet/,undefined,undefined
11,https://incred-pets.myshopify.com/,customercare@incredpets.com,https://www.facebook.com/incrediblepets/,undefined,https://instagram.com/incredible.pets/,undefined,undefined
12,https://petmagasin.myshopify.com/,support@petmagasin.zendesk.com,https://www.facebook.com/PETMAGASIN,undefined,https://instagram.com/PETMAGASIN,https://twitter.com/PETMAGASIN,https://www.pinterest.com/PETMAGASIN
13,https://petshow.myshopify.com/,not provided,https://www.facebook.com/thepetshow,https://www.youtube.com/user/warreneckstein,https://instagram.com/warreneckstein,https://twitter.com/warreneckstein,https://www.pinterest.com/warreneckstein
14,https://petdoors-com.myshopify.com/,customerservice@petdoors.com,https://www.facebook.com/americasfinestpetdoors,https://www.youtube.com/user/EverythingPetDoors,https://instagram.com/petdoors,undefined,undefined
15,https://health-mutt-store.myshopify.com/,tampahealthmutt@gmail.com,https://www.facebook.com/healthmutt,https://www.youtube.com/embed/CW1AWD6cWKo?rel=0&showinfo=0&vq=720,https://instagram.com/health_mutt/,https://twitter.com/HealthMutt,undefined
16,https://paramount-pet-health.myshopify.com/,not provided,https://www.facebook.com/paramountpethealth,https://www.youtube.com/embed/ID?rel=0&autoplay=1,https://instagram.com/paramountpethealth,undefined,https://www.pinterest.com/v3/?tid=2614138850574&noscript=1
17,https://petique-usa.myshopify.com/,info@petique.com,https://www.facebook.com/PetiquePets/,https://www.youtube.com/channel/UCKsE28YmQFFe5I12SCN-1-Q,https://instagram.com/petiquepets/,https://twitter.com/petiquepets,https://www.pinterest.com/PetiquePets/
18,https://happinessboxpns.myshopify.com/,slick-carousel@1.8.1/support@gist-apps.com./your@email.com/info@petnshape.com?subject=mail%20from%20our%20website's%20contact%20page,https://www.facebook.com/petnshape,https://www.youtube.com/channel/UChR8gbi9Gri6qZv7xAohRww,https://instagram.com/petnshape/,undefined,https://www.pinterest.com/petnshape
19,https://pet-depot-timonium.myshopify.com/,jtjpetdepot@gmail.com,https://www.facebook.com/petdepotmd,https://www.youtube.com/embed/tJ7gpSyzOk0,https://instagram.com/petdepotmd/,undefined,undefined
20,http://happy-tails-pet-supplies-demo.myshopify.com/,not provided,https://www.facebook.com/happytailspetstore/,undefined,undefined,https://twitter.com/happytailsstore,undefined
21,https://pet-krewe.myshopify.com/,not provided,https://www.facebook.com/PetKrewe/,undefined,https://instagram.com/petkrewe/,https://twitter.com/petkrewe,https://www.pinterest.com/petkrewecostumes/
22,https://damn-pet-shop.myshopify.com/,mail@pet-shop.co,undefined,undefined,https://instagram.com/secondbestpetshop,undefined,undefined
23,http://www-vetniquelabs-com.myshopify.com/,support@vetnique.com.,https://www.facebook.com/vetnique,https://www.youtube.com/user/GlandexForPets,https://instagram.com/vetnique,https://twitter.com/Vetnique,https://www.pinterest.com/VetniquePetProducts/
24,https://iris-usa-inc.myshopify.com/,not provided,https://www.facebook.com/irisusa/,https://www.youtube.com/channel/UCDaMYGDw64hHApGQDF_o00w,https://instagram.com/irisusa/,https://twitter.com/irisusainc?s=20,https://www.pinterest.com/irisusainc/_created/
25,https://feed-store-knoxville.myshopify.com/,info@agrifeedpetsupply.com,https://www.facebook.com/AgriFeed,https://www.youtube.com/channel/UC8Hod7AFeBcdN37tOCChZlA,https://instagram.com/agrifeedpetsupply/?ref=badge,undefined,undefined
26,http://pearhead.myshopify.com/,sales@pearhead.com,https://www.facebook.com/Pearheadinc/,undefined,https://instagram.com/v1/users/self/media/recent/?access_token=' + accessToken + '&count=20';        $container.find('.box').hide();        $.ajax({          url: apiURL;          dataType: ,https://twitter.com/PearheadInc,https://www.pinterest.com/pearheadinc/
