1,https://petiteknit.myshopify.com/,support@petiteknit.com,undefined,undefined,undefined,undefined,undefined
2,http://princessawesome.myshopify.com/,hello@princess-awesome.com,https://www.facebook.com/princess31415,undefined,https://instagram.com/princessawesomegirls/,https://twitter.com/princessawesome,https://www.pinterest.com/31415princess/_shop/
3,https://ragstoraches.myshopify.com/,support@starapps.studio,https://www.facebook.com/ragscom,https://www.youtube.com/rags_com,https://instagram.com/rags_to_raches,undefined,https://www.pinterest.com/rags_com
4,https://central-park-tennis-center.myshopify.com/,not provided,undefined,undefined,undefined,undefined,undefined
5,https://worthy-threads.myshopify.com/,jessica@worthy-threads.com,https://www.facebook.com/worthythread/,undefined,https://instagram.com/worthythreads,undefined,https://www.pinterest.com/worthythreads/
6,https://smartypantsvitamins.myshopify.com/,not provided,https://www.facebook.com/SmartyPants/,undefined,https://instagram.com/smartypants/,https://twitter.com/smartyhealth?lang=en,https://www.pinterest.com/smartyhealth/
7,https://charlesbridge.myshopify.com/,email@example.com/adultsubmissions@charlesbridge.com,https://www.facebook.com/CharlesbridgePublishingInc,https://www.youtube.com/user/Charlesbridge1,https://instagram.com/charlesbridgepublishing/,https://twitter.com/charlesbridge,https://www.pinterest.com/charlesbridge/
8,https://smartypantsvitamins.myshopify.com/,not provided,https://www.facebook.com/SmartyPants/,undefined,https://instagram.com/smartypants/,https://twitter.com/smartyhealth?lang=en,https://www.pinterest.com/smartyhealth/
9,https://rayne-clinical-nutrition.myshopify.com/,info@raynenutrition.com,undefined,undefined,undefined,undefined,undefined
10,https://octocog-test-store.myshopify.com/,customerservice@befreeco.com,https://www.facebook.com/befreeadaptiveclothing,https://www.youtube.com/watch?v=LTyC0xhvC80,https://instagram.com/befreeadaptive/,undefined,undefined
11,https://acawso.myshopify.com/,not provided,undefined,undefined,undefined,undefined,undefined
12,http://camp-no-counselors.myshopify.com/,not provided,undefined,undefined,undefined,undefined,undefined
13,https://mouthwatchers.myshopify.com/,info@mouthwatchers.com,https://www.facebook.com/DrPlotkasMouthWatchers/,undefined,https://instagram.com/doctorplotkasmouthwatchers/,https://twitter.com/mouth_watchers,undefined
14,https://rayne-clinical-nutrition.myshopify.com/,info@raynenutrition.com,undefined,undefined,undefined,undefined,undefined
15,https://smartypantsvitamins.myshopify.com/,not provided,https://www.facebook.com/SmartyPants/,undefined,https://instagram.com/smartypants/,https://twitter.com/smartyhealth?lang=en,https://www.pinterest.com/smartyhealth/
16,https://noorvitamins-store.myshopify.com/,slick-carousel@1.8.1,https://www.facebook.com/NoorVitamins,https://www.youtube.com/channel/UCsuZOxbAFVafN3hwNNOg4Sw/videos,https://instagram.com/noorvitamins/,https://twitter.com/@NoorVitamins,undefined
